Month-Year;Postal Code 2 digits;Country of Destination;Dangerous Goods;KG2;Planning;Starting Point
5;2;FR;DG;527.3295187;MTO;CH00
5;18;IT;DG;12.67096011;MTO;CH00
5;93;SK;nonDG;3756.356589;MTO;CH01
5;20;BE;nonDG;946.3187297;MTO;CH01
5;71;DK;DG;3130.892359;MTO;CH01
5;23;BE;nonDG;315.271443;MTO;CH01
5;71;DK;nonDG;198.5953956;MTO;CH01
5;49;PL;DG;276.9446471;MTO;CH01
5;3;PL;nonDG;84.67249291;MTO;CH01
5;49;PL;nonDG;249.3613631;MTO;CH01
5;34;RS;DG;172.3372583;MTO;CH01
5;34;RS;DG;0.178580558;MTO;CH01
5;43;PL;DG;3338.887204;MTO;CH01
5;81;RO;nonDG;121.3314605;MTO;CH01
5;71;DK;nonDG;274.8792741;MTO;CH01
5;64;SE;DG;30.11198218;MTO;CH01
5;8;PL;nonDG;644.4358832;MTO;CH01
5;49;PL;nonDG;1049.361836;MTO;CH01
5;5;PL;DG;146.5765108;MTO;CH01
5;5;PL;nonDG;92.14084642;MTO;CH01
5;42;PL;nonDG;67.1426429;MTO;CH01
5;43;PL;nonDG;872.8907307;MTO;CH01
5;0;PickUp;DG;369.299;MTO;CH00
5;0;PickUp;DG;369.299;MTO;CH00
5;0;PickUp;DG;369.299;MTO;CH00
5;0;PickUp;DG;369.299;MTO;CH00
5;13;BE;DG;1.352286875;MTO;CH00
5;13;BE;nonDG;6.893107478;MTO;CH01
5;13;BE;nonDG;254.9731234;MTO;CH01
5;13;BE;DG;41.61501099;MTO;CH01
5;6;FR;DG;15.44539492;MTO;CH00
5;20;BE;DG;471.9831292;MTO;CH01
5;20;BE;nonDG;812.8191924;MTO;CH01
5;20;BE;DG;40.32781307;MTO;CH01
5;20;BE;DG;254.95676;MTO;CH01
5;20;BE;DG;149.2692419;MTO;CH00
5;20;BE;nonDG;29.47691567;MTO;CH00
5;20;BE;DG;77.46523509;MTO;CH00
5;20;BE;DG;32.22989242;MTO;CH00
5;20;BE;DG;35.99788317;MTO;CH00
5;20;BE;DG;78.51574455;MTO;CH00
5;20;BE;DG;34.53411187;MTO;CH00
5;20;BE;DG;28.99909924;MTO;CH00
5;20;BE;nonDG;246.0625425;MTO;CH01
5;20;BE;DG;265.8454223;MTO;CH01
5;20;BE;nonDG;41.91623037;MTO;CH01
5;20;BE;DG;47.37506881;MTO;CH01
5;20;BE;DG;13.48331757;MTO;CH01
5;20;BE;DG;29.78809537;MTO;CH01
5;20;BE;DG;74.00855171;MTO;CH01
5;20;BE;DG;242.8775645;MTO;CH01
5;20;BE;DG;380.2823411;MTO;CH01
5;20;BE;DG;410.8484767;MTO;CH01
5;20;BE;DG;215.794505;MTO;CH01
5;20;BE;DG;93.10553426;MTO;CH01
5;20;BE;DG;267.5176103;MTO;CH01
5;20;BE;DG;153.9407295;MTO;CH01
5;20;BE;nonDG;129.9886802;MTO;CH01
5;20;BE;DG;47.44529006;MTO;CH01
5;20;BE;nonDG;22.90579771;MTO;CH01
5;20;BE;DG;33.05224638;MTO;CH01
5;20;BE;DG;7.983863268;MTO;CH01
5;20;BE;DG;55.64914261;MTO;CH01
5;20;BE;DG;319.5363883;MTO;CH01
5;20;BE;DG;92.89132423;MTO;CH01
5;12;CH;DG;0.128953481;MTO;CH00
5;12;CH;DG;0.065411075;MTS;CH00
5;12;CH;DG;0.123654392;MTO;CH00
5;12;CH;DG;0.126726074;MTO;CH00
5;12;CH;DG;0.076428674;MTS;CH00
5;12;CH;DG;0.139806769;MTO;CH00
5;12;CH;DG;0.081321915;MTO;CH00
5;12;CH;DG;0.106710751;MTO;CH00
5;12;CH;DG;0.106786127;MTO;CH00
5;12;CH;DG;0.082940405;MTO;CH00
5;12;CH;DG;0.12458735;MTO;CH00
4;0;PickUp;DG;85.53137649;MTO;CH00
4;0;PickUp;DG;57.03172147;MTO;CH00
4;0;PickUp;nonDG;150.2976008;MTO;CH00
4;0;PickUp;DG;61.01694057;MTO;CH00
4;0;PickUp;DG;59.23087597;MTO;CH00
4;0;PickUp;DG;158.77739;MTO;CH00
4;0;PickUp;DG;77.47415603;MTO;CH00
4;0;PickUp;DG;147.490655;MTO;CH00
4;0;PickUp;DG;116.1210114;MTO;CH00
4;0;PickUp;DG;119.4586045;MTO;CH00
4;0;PickUp;DG;160.3036817;MTO;CH00
4;0;PickUp;DG;107.9267519;MTO;CH00
4;0;PickUp;DG;103.4855446;MTO;CH00
5;43;CZ;DG;375.5920528;MTO;CH00
5;43;CZ;DG;455.5735076;MTO;CH00
5;12;CH;DG;30.33418369;MTO;CH00
5;19;GR;DG;589.8454475;MTO;CH00
5;41;BG;DG;278.352507;MTO;CH00
5;77;BE;DG;363.9958253;MTO;CH00
5;77;BE;DG;1023.446427;MTO;CH00
5;89;BE;DG;148.8795609;MTO;CH00
5;37;RS;DG;265.9504818;MTO;CH00
5;93;SK;DG;194.4817345;MTO;CH00
5;28;HU;nonDG;1720.421818;MTO;CH00
5;28;HU;nonDG;3462.4948;MTO;CH00
5;28;HU;DG;201.4231737;MTO;CH00
5;28;HU;nonDG;153.6876734;MTO;CH00
5;28;HU;nonDG;140.7676306;MTO;CH00
5;68;BE;DG;79.18407439;MTS;CH00
5;68;BE;DG;88.23332278;MTO;CH00
5;68;BE;DG;308.2316223;MTO;CH00
5;68;BE;DG;216.7215646;MTO;CH00
5;68;BE;DG;567.1011992;MTS;CH00
5;10;RO;DG;1375.101007;MTO;CH00
5;68;BE;DG;1128.729259;MTS;CH00
5;18;GR;DG;1305.598999;MTS;CH00
5;12;CH;DG;65.05865045;MTO;CH00
5;12;CH;DG;27.10611109;MTO;CH00
5;12;CH;DG;35.80368335;MTO;CH00
5;12;CH;DG;55.54816043;MTO;CH00
5;12;CH;DG;38.15165076;MTO;CH00
5;12;CH;DG;63.99382474;MTO;CH00
5;12;CH;DG;30.10965605;MTO;CH00
5;12;CH;DG;88.67505165;MTO;CH00
5;12;CH;DG;33.3291948;MTO;CH00
5;12;CH;DG;16.81748156;MTO;CH00
5;12;CH;DG;3.507475749;MTO;CH00
5;12;CH;DG;31.84607154;MTO;CH00
5;12;CH;DG;9.385788548;MTO;CH00
5;12;CH;DG;12.93910632;MTO;CH00
5;12;CH;DG;173.5113337;MTO;CH00
5;12;CH;DG;8.709414617;MTO;CH00
5;12;CH;DG;46.9399828;MTO;CH00
5;12;CH;DG;33.49797134;MTO;CH00
5;12;CH;DG;23.33703006;MTO;CH00
5;12;CH;DG;28.04935606;MTO;CH00
5;12;CH;DG;21.22988803;MTO;CH00
5;12;CH;DG;1076.836962;MTO;CH00
5;12;CH;DG;106.4643713;MTO;CH00
5;12;CH;DG;107.8470877;MTO;CH00
5;12;CH;DG;264.2905029;MTO;CH00
5;12;CH;DG;235.8174063;MTO;CH00
5;12;CH;DG;81.20543077;MTO;CH00
5;12;CH;DG;249.8823096;MTO;CH00
5;12;CH;DG;97.33034648;MTO;CH00
5;12;CH;DG;175.2796299;MTO;CH00
5;12;CH;DG;600.1616687;MTO;CH00
5;12;CH;DG;1922.988043;MTO;CH00
5;12;CH;nonDG;0.128323526;MTO;CH01
5;12;CH;nonDG;0.143162662;MTO;CH01
5;12;CH;DG;0.071910286;MTO;CH01
5;12;CH;DG;0.088452847;MTO;CH01
5;12;CH;DG;0.119841721;MTO;CH01
5;12;CH;DG;0.14038548;MTO;CH01
5;12;CH;DG;0.188626216;MTO;CH01
5;12;CH;DG;0.172465532;MTO;CH01
5;63;FR;nonDG;141.5837791;MTO;CH01
5;12;CH;nonDG;0.860448856;MTO;CH00
5;12;CH;DG;1.10181492;MTO;CH01
5;0;PickUp;DG;4.427824329;MTO;CH01
5;12;CH;DG;4.690274106;MTO;CH01
5;12;CH;DG;6.46585754;MTO;CH01
5;12;CH;DG;0.170750393;MTO;CH01
5;0;PickUp;nonDG;0.291202402;MTO;CH00
5;0;PickUp;DG;8.760301581;MTO;CH00
5;0;PickUp;nonDG;10.86236924;MTO;CH00
5;0;PickUp;nonDG;16.97368763;MTO;CH00
5;0;PickUp;DG;0.446705783;MTO;CH00
5;0;PickUp;nonDG;0.273652502;MTO;CH00
5;0;PickUp;nonDG;8.718018179;MTO;CH00
5;0;PickUp;DG;16.66858759;MTO;CH00
5;0;PickUp;DG;5.901695723;MTS;CH00
5;0;PickUp;DG;4.085318833;MTS;CH00
5;0;PickUp;DG;5.513887165;MTO;CH00
5;0;PickUp;DG;0.140003668;MTS;CH00
5;0;PickUp;nonDG;10.10017463;MTO;CH00
5;0;PickUp;nonDG;3.697762372;MTO;CH00
5;0;PickUp;DG;0.440206666;MTS;CH00
5;0;PickUp;DG;60.73926352;MTO;CH00
5;0;PickUp;DG;0.06130705;MTO;CH01
5;0;PickUp;DG;0.071676374;MTO;CH01
5;0;PickUp;DG;0.616754818;MTO;CH01
5;0;PickUp;DG;14.28488088;MTO;CH00
5;0;PickUp;DG;0.245434357;MTO;CH00
5;0;PickUp;DG;0.900831051;MTO;CH00
5;0;PickUp;DG;1.692171655;MTO;CH00
5;0;PickUp;nonDG;7.113429654;MTO;CH00
5;0;PickUp;nonDG;479.656829;MTO;CH00
5;12;CH;DG;0.12798725;MTO;CH00
5;12;CH;DG;0.07706359;MTS;CH00
5;12;CH;DG;0.134335162;MTO;CH00
5;12;CH;DG;0.075530301;MTO;CH00
5;0;PickUp;DG;18.00353393;MTO;CH00
5;0;PickUp;nonDG;0.09578116;MTO;CH00
5;0;PickUp;nonDG;1.211961065;MTO;CH01
5;0;PickUp;DG;1.38920456;MTO;CH01
5;0;PickUp;DG;32.44282045;MTO;CH01
5;0;PickUp;DG;67.86702916;MTO;CH00
5;0;PickUp;DG;78.19265503;MTO;CH00
5;0;PickUp;nonDG;37.81091897;MTO;CH00
5;0;PickUp;DG;0.350299815;MTO;CH00
5;0;PickUp;DG;0.406956374;MTO;CH00
5;0;PickUp;nonDG;0.152707511;MTO;CH00
5;0;PickUp;nonDG;104.834288;MTO;CH00
5;0;PickUp;nonDG;0.913843773;MTO;CH00
5;0;PickUp;DG;56.52004238;MTO;CH00
5;0;PickUp;DG;0.174275268;MTO;CH00
5;0;PickUp;DG;0.847166967;MTO;CH00
5;0;PickUp;DG;53.4446083;MTO;CH00
5;0;PickUp;nonDG;0.366407216;MTS;CH00
5;0;PickUp;nonDG;0.206742547;MTS;CH00
5;0;PickUp;DG;0.201640528;MTS;CH00
5;0;PickUp;DG;8.312361404;MTO;CH00
5;0;PickUp;DG;1.693593435;MTS;CH00
5;0;PickUp;nonDG;0.131115807;MTO;CH00
5;0;PickUp;DG;37.04958728;MTS;CH00
5;0;PickUp;nonDG;0.365067928;MTO;CH00
5;0;PickUp;nonDG;2.53992257;MTS;CH00
5;0;PickUp;DG;0.2554979;MTS;CH00
5;0;PickUp;DG;0.329427332;MTS;CH00
5;0;PickUp;nonDG;19.12248662;MTO;CH01
5;0;PickUp;nonDG;11.78069151;MTO;CH01
5;0;PickUp;nonDG;0.395206563;MTO;CH01
5;0;PickUp;DG;7.595778331;MTO;CH01
5;0;PickUp;DG;0.813743975;MTO;CH01
5;0;PickUp;DG;0.430139389;MTO;CH01
5;0;PickUp;DG;2.031845704;MTO;CH01
5;0;PickUp;DG;0.785234582;MTO;CH01
5;0;PickUp;DG;7.329077604;MTO;CH01
5;0;PickUp;DG;0.859401762;MTO;CH01
5;0;PickUp;DG;0.359246597;MTO;CH01
5;0;PickUp;DG;36.91214674;MTO;CH01
5;0;PickUp;nonDG;0.099079043;MTO;CH01
5;0;PickUp;DG;8.55444653;MTO;CH00
5;0;PickUp;nonDG;0.642141037;MTO;CH00
5;0;PickUp;nonDG;0.422131159;MTO;CH00
5;0;PickUp;DG;3.846818054;MTO;CH00
5;0;PickUp;DG;247.3340103;MTO;CH00
5;0;PickUp;DG;0.970530425;MTO;CH00
5;0;PickUp;nonDG;1.506188509;MTO;CH00
5;0;PickUp;DG;37.44236375;MTO;CH00
5;0;PickUp;DG;66.93264035;MTO;CH00
5;0;PickUp;DG;5.291387373;MTO;CH00
5;0;PickUp;DG;0.281501612;MTO;CH00
5;0;PickUp;DG;46.39272732;MTO;CH00
5;0;PickUp;DG;0.739071458;MTO;CH01
5;0;PickUp;DG;0.641004912;MTO;CH01
5;0;PickUp;DG;3.970963453;MTO;CH01
5;0;PickUp;nonDG;0.352750271;MTO;CH01
5;0;PickUp;DG;0.731342843;MTO;CH01
5;0;PickUp;DG;0.665784398;MTO;CH01
5;0;PickUp;nonDG;0.277693731;MTO;CH01
5;0;PickUp;DG;7.659831506;MTO;CH01
5;0;PickUp;DG;15.56916777;MTO;CH01
5;0;PickUp;DG;42.4491237;MTO;CH01
5;0;PickUp;nonDG;78.87158006;MTO;CH01
5;0;PickUp;nonDG;87.55858683;MTO;CH01
5;0;PickUp;DG;14.62736356;MTO;CH01
5;0;PickUp;nonDG;15.61612504;MTO;CH01
5;0;PickUp;DG;12.90149959;MTO;CH01
5;74;FR;nonDG;278.5053499;MTO;CH01
5;74;FR;nonDG;144.0726977;MTO;CH01
5;74;FR;nonDG;288.9809215;MTO;CH01
5;74;FR;DG;343.4580642;MTO;CH01
5;74;FR;nonDG;204.1090076;MTO;CH01
5;74;FR;DG;165.4603551;MTO;CH01
5;74;FR;DG;168.2729306;MTO;CH01
5;74;FR;nonDG;5213.799205;MTO;CH01
5;74;FR;DG;890.5861211;MTO;CH01
5;0;PickUp;DG;26.16194393;MTO;CH01
5;0;PickUp;DG;139.5098322;MTO;CH01
5;12;CH;DG;236.712214;MTO;CH01
5;41;TR;DG;17.24615024;MTO;CH00
5;43;IT;nonDG;810.4765592;MTO;CH01
5;43;IT;nonDG;247.0453279;MTO;CH01
5;8;ES;DG;0.773034772;MTO;CH00
5;34;TR;DG;529.0929921;MTO;CH00
5;34;TR;nonDG;934.0066116;MTO;CH00
5;34;TR;DG;386.6006125;MTO;CH00
5;34;TR;DG;205.3353251;MTO;CH00
5;34;TR;nonDG;26.20420064;MTO;CH00
5;34;TR;DG;78.84126964;MTO;CH00
5;34;TR;DG;140.3738585;MTO;CH00
5;34;TR;DG;179.4911585;MTO;CH00
5;34;TR;nonDG;74.32252565;MTO;CH00
5;67;DE;nonDG;10.40493096;MTS;CH00
5;18;ES;DG;25.63132859;MTO;CH00
5;30;ES;DG;564.3997689;MTO;CH00
5;GU;GB;DG;0.601856336;MTO;CH00
5;94;FR;nonDG;30.02071061;MTO;CH00
5;27;FR;DG;27.52447241;MTO;CH00
5;13;FR;nonDG;150.365137;MTO;CH00
5;6;FR;nonDG;64.72539711;MTS;CH00
5;6;FR;DG;2098.710329;MTO;CH00
5;6;FR;nonDG;42.70743695;MTO;CH00
5;2;FR;nonDG;26.4711216;MTO;CH00
5;60;FR;DG;67.43665574;MTO;CH00
5;8;ES;nonDG;0.923841251;MTO;CH00
5;6;FR;nonDG;27.7800632;MTO;CH00
5;8;ES;nonDG;16.24828393;MTO;CH00
5;8;ES;nonDG;4.904165525;MTO;CH00
5;37;DE;DG;14.48727199;MTO;CH00
5;37;DE;nonDG;28.23000455;MTO;CH00
5;24;DE;DG;64.58742783;MTO;CH00
5;37;DE;DG;164.8129958;MTO;CH00
5;37;DE;nonDG;38.39694416;MTO;CH00
5;6;FR;DG;23.20882886;MTO;CH00
5;6;FR;DG;233.076895;MTO;CH00
5;6;FR;nonDG;7.479171471;MTO;CH00
5;6;FR;nonDG;17.19797256;MTO;CH00
5;6;FR;nonDG;1.671166708;MTO;CH00
5;67;DE;nonDG;60.69848558;MTO;CH00
5;67;DE;nonDG;10.1902548;MTS;CH00
5;67;DE;DG;31.63801768;MTS;CH00
5;67;DE;DG;135.7058133;MTO;CH00
5;12;CH;DG;0.073626034;MTO;CH00
5;12;CH;DG;0.090878697;MTO;CH00
5;12;CH;DG;0.11795617;MTS;CH00
5;12;CH;DG;0.135546859;MTS;CH00
5;12;CH;DG;0.140736343;MTO;CH00
5;12;CH;DG;0.115290149;MTO;CH00
5;12;CH;DG;0.071550054;MTO;CH00
5;12;CH;DG;0.088172329;MTO;CH00
5;20;BE;DG;1500.935051;MTO;CH00
5;20;BE;DG;1003.984749;MTO;CH00
5;34;TR;nonDG;10.63258774;MTO;CH00
5;20;BE;DG;430.4120476;MTO;CH00
5;20;BE;DG;1929.067076;MTO;CH00
5;20;BE;DG;2213.626368;MTO;CH00
5;20;BE;DG;1094.988928;MTO;CH00
5;20;BE;DG;2093.319712;MTO;CH00
5;20;BE;DG;656.201179;MTO;CH00
5;35;TR;DG;141.2927441;MTO;CH00
5;35;TR;DG;593.2415878;MTO;CH00
5;52;DE;DG;377.8858429;MTO;CH00
5;20;BE;DG;1462.354022;MTO;CH00
5;41;FR;DG;4270.802039;MTO;CH00
5;41;FR;DG;1635.327832;MTO;CH00
5;26;CZ;DG;994.1706005;MTS;CH00
5;2;FR;DG;208.1963623;MTO;CH00
5;2;FR;DG;144.3655057;MTS;CH00
5;68;BE;DG;216.6902534;MTO;CH00
5;68;BE;DG;1389.52088;MTO;CH00
5;2;FR;DG;218.9273856;MTO;CH00
5;59;FR;DG;65.49453491;MTO;CH00
5;93;FR;DG;14.85347861;MTO;CH00
5;93;FR;DG;673.9325828;MTO;CH00
5;26;IT;DG;3081.463161;MTO;CH00
5;74;DE;DG;377.629786;MTS;CH00
5;40;IT;DG;263.8984223;MTO;CH00
5;29;ES;DG;244.5585803;MTO;CH00
5;46;ES;nonDG;458.0272356;MTO;CH00
5;46;ES;DG;32.275717;MTO;CH00
5;M2;GB;DG;247.7273903;MTO;CH00
5;26;PT;DG;163.625724;MTO;CH00
5;26;PT;DG;197.8085163;MTO;CH00
5;26;PT;DG;230.700658;MTO;CH00
5;26;PT;DG;252.3087519;MTO;CH00
5;21;PT;DG;2419.570606;MTO;CH00
5;21;PT;nonDG;2814.81779;MTO;CH00
5;20;IT;DG;1511.966697;MTO;CH00
5;27;FR;DG;133.4456889;MTO;CH00
5;77;FR;DG;245.0659933;MTO;CH00
5;64;NL;nonDG;136.8981361;MTO;CH00
5;64;NL;DG;728.7469536;MTO;CH00
5;52;NL;DG;932.8090019;MTO;CH00
5;LS;GB;DG;543.0127238;MTS;CH00
5;LS;GB;DG;118.2821059;MTS;CH00
5;CH;GB;DG;1300.122555;MTO;CH00
5;CH;GB;DG;2590.497701;MTO;CH00
5;27;FR;DG;82.90155136;MTO;CH00
5;8;ES;DG;109.4379833;MTO;CH00
5;8;ES;DG;238.4218388;MTO;CH00
5;8;ES;DG;123.8062939;MTO;CH00
5;37;PT;DG;140.1850415;MTS;CH00
5;95;FR;DG;68.21482605;MTO;CH00
5;95;FR;DG;20.41241078;MTO;CH00
5;57;FR;DG;162.8286339;MTO;CH00
5;57;FR;DG;20.94400101;MTO;CH00
5;57;FR;DG;355.0843186;MTO;CH00
5;56;FR;DG;74.95890977;MTO;CH00
5;56;FR;DG;59.03468065;MTO;CH00
5;56;FR;DG;855.9899494;MTO;CH00
5;56;FR;DG;154.619558;MTO;CH00
5;56;FR;DG;80.90794488;MTO;CH00
5;56;FR;DG;37.40673739;MTO;CH00
5;45;FR;DG;235.5346294;MTO;CH00
5;51;FR;DG;40.08529262;MTO;CH00
5;27;FR;DG;81.24979368;MTO;CH00
5;56;FR;DG;187.0530583;MTO;CH00
5;56;FR;DG;107.6927745;MTO;CH00
5;8;ES;DG;200.669056;MTO;CH00
5;8;ES;DG;59.31682359;MTO;CH00
5;8;ES;nonDG;71.42274195;MTO;CH00
5;20;IT;DG;2195.600732;MTO;CH00
5;20;IT;DG;1079.157283;MTO;CH00
5;29;FR;DG;30.46290697;MTO;CH00
5;29;FR;nonDG;102.156288;MTO;CH00
5;29;FR;DG;170.4848633;MTO;CH00
5;29;FR;DG;538.1150059;MTO;CH00
5;30;ES;DG;729.2505706;MTS;CH00
5;30;ES;DG;754.1902537;MTS;CH00
5;CF;GB;DG;43.18127;MTO;CH00
5;24;IT;DG;708.0740975;MTO;CH00
5;80;FR;DG;1123.683139;MTO;CH00
5;30;IT;DG;98.72640839;MTO;CH00
5;20;IT;DG;273.1904018;MTO;CH00
5;21;IT;DG;80.45823589;MTO;CH00
5;21;IT;DG;147.2897861;MTO;CH00
5;41;ES;DG;124.7737149;MTO;CH00
5;28;ES;DG;1350.092169;MTO;CH00
5;28;ES;DG;1346.844911;MTO;CH00
5;38;PT;DG;76.24032388;MTO;CH00
5;38;PT;DG;318.9519184;MTO;CH00
5;15;IT;DG;293.1942383;MTO;CH00
5;6;IT;DG;14.67678217;MTO;CH00
5;6;IT;DG;15.12520513;MTO;CH00
5;38;PT;DG;795.7168814;MTO;CH00
5;27;FR;DG;302.205789;MTO;CH00
5;77;FR;nonDG;502.4967115;MTO;CH00
5;77;FR;DG;430.5903715;MTO;CH00
5;57;FR;DG;391.3420545;MTO;CH00
5;2;FR;DG;60.15919484;MTO;CH00
5;2;FR;DG;16.74480519;MTO;CH00
5;2;FR;DG;59.80073935;MTO;CH00
5;2;FR;DG;52.9383133;MTO;CH00
5;2;FR;DG;290.909395;MTO;CH00
5;2;FR;DG;1008.908136;MTO;CH00
5;38;IT;DG;55.29420945;MTO;CH00
5;33;IT;DG;37.71676696;MTO;CH00
5;48;NL;DG;146.6043714;MTO;CH00
5;GL;GB;DG;26.7905076;MTO;CH00
5;17;ES;DG;290.1495616;MTO;CH00
5;17;ES;DG;28.51506237;MTO;CH00
5;17;ES;DG;18.35036446;MTO;CH00
5;20;IT;DG;2441.490972;MTO;CH00
5;20;IT;DG;495.4228166;MTO;CH00
5;46;ES;DG;80.51034865;MTO;CH00
5;46;ES;DG;121.4584196;MTO;CH00
5;46;ES;DG;91.38258451;MTO;CH00
5;46;ES;DG;57.2267915;MTO;CH00
5;33;FR;DG;94.23969462;MTO;CH00
5;SO;GB;DG;224.8171899;MTO;CH00
5;SO;GB;DG;42.0892832;MTO;CH00
5;SO;GB;DG;28.67188859;MTO;CH00
5;SO;GB;DG;24.69418782;MTO;CH00
5;SO;GB;DG;142.9899224;MTO;CH00
5;SO;GB;DG;17.76502888;MTO;CH00
5;24;PT;DG;39.47131223;MTO;CH00
5;24;PT;DG;189.4296025;MTO;CH00
5;24;PT;DG;221.5880638;MTO;CH00
5;24;PT;DG;291.9100051;MTO;CH00
5;24;PT;nonDG;185.8991712;MTO;CH00
5;28;ES;DG;1344.839574;MTO;CH00
5;28;ES;DG;277.8393131;MTO;CH00
5;47;PT;DG;461.8838265;MTO;CH00
5;19;ES;DG;235.9756938;MTO;CH00
5;19;ES;DG;61.54954398;MTO;CH00
5;19;ES;DG;39.37962139;MTO;CH00
5;19;ES;DG;55.33622971;MTO;CH00
5;19;ES;DG;272.1787111;MTO;CH00
5;46;ES;nonDG;480.3577138;MTO;CH00
5;46;ES;DG;183.3413825;MTO;CH00
5;60;FR;DG;221.2439273;MTO;CH00
5;43;IT;DG;559.1079481;MTO;CH00
5;44;PT;DG;36.71937228;MTO;CH00
5;47;PT;DG;26.28449129;MTO;CH00
5;10;DE;DG;486.3901185;MTO;CH00
5;10;DE;DG;793.9347806;MTO;CH00
5;91;DE;nonDG;61.02103178;MTO;CH00
5;91;DE;nonDG;77.61416161;MTO;CH00
5;91;DE;DG;92.32977879;MTO;CH00
5;91;DE;DG;112.4185191;MTO;CH00
5;91;DE;DG;51.17498758;MTO;CH00
5;52;DE;DG;220.3984471;MTO;CH00
5;88;CH;DG;6.598813828;MTO;CH00
5;88;CH;DG;19.97217943;MTO;CH00
5;88;CH;DG;61.60403047;MTO;CH00
5;88;CH;DG;36.06635827;MTO;CH00
5;88;CH;DG;19.01949074;MTO;CH00
5;44;CH;nonDG;794.4830995;MTO;CH00
5;44;CH;DG;168.423608;MTO;CH00
5;21;DE;DG;1204.112952;MTO;CH00
5;21;DE;DG;566.5673586;MTO;CH00
5;21;DE;DG;443.6254663;MTO;CH00
5;47;DE;DG;4249.807978;MTO;CH00
5;47;DE;DG;6686.407188;MTO;CH00
5;96;CH;DG;83.40281627;MTO;CH00
5;86;DE;DG;13.98426144;MTO;CH00
5;86;DE;DG;10.6730308;MTO;CH00
5;8;DE;DG;292.245173;MTO;CH00
5;22;DE;DG;62.27565591;MTO;CH00
5;79;DE;DG;215.5669934;MTO;CH00
5;77;DE;DG;83.02938923;MTO;CH00
5;16;DE;DG;263.1526845;MTO;CH00
5;16;DE;DG;211.2910493;MTO;CH00
5;0;PickUp;nonDG;256.8562517;MTO;CH00
5;28;HU;nonDG;1975.404943;MTO;CH00
5;28;HU;nonDG;442.3627564;MTO;CH00
5;5;PL;DG;271.3791419;MTO;CH00
5;41;CZ;DG;1982.261014;MTO;CH00
5;10;RO;DG;668.0536276;MTS;CH00
5;37;RS;DG;1741.959557;MTO;CH00
5;37;RS;DG;1251.589449;MTO;CH00
5;34;TR;DG;69.96724568;MTO;CH00
5;34;TR;DG;30.74450841;MTO;CH00
5;34;TR;DG;156.1393301;MTO;CH00
5;34;TR;DG;130.294639;MTO;CH00
5;34;TR;DG;14.45802588;MTO;CH00
5;34;TR;DG;75.27973972;MTO;CH00
5;34;TR;nonDG;86.97175561;MTO;CH00
5;34;TR;DG;194.3103205;MTO;CH00
5;43;ES;DG;104.1655021;MTO;CH00
5;9;ES;DG;152.7346911;MTS;CH00
5;68;DE;DG;786.8243131;MTO;CH00
5;41;FR;DG;608.1173294;MTS;CH00
5;41;FR;DG;259.5540775;MTS;CH00
5;91;DE;DG;40.59086815;MTS;CH00
5;91;DE;DG;76.60116941;MTS;CH00
5;91;DE;DG;17.8539403;MTS;CH00
5;91;DE;DG;36.46530815;MTO;CH00
5;91;DE;DG;35.9012102;MTS;CH00
5;91;DE;DG;300.1172444;MTS;CH00
5;91;DE;DG;503.2365201;MTO;CH00
5;40;DE;DG;1440.010613;MTO;CH00
5;40;DE;DG;954.1531254;MTS;CH00
5;40;DE;nonDG;369.299;MTO;CH00
5;40;DE;DG;831.2916992;MTO;CH00
5;2;FR;DG;14.77096625;MTS;CH00
5;2;FR;DG;155.8929628;MTS;CH00
5;2;FR;DG;21.40007404;MTS;CH00
5;2;FR;DG;13.91942048;MTS;CH00
5;28;FR;DG;0.121941738;MTO;CH00
5;67;DE;nonDG;289.9379316;MTS;CH00
5;8;ES;DG;39.55661647;MTO;CH00
5;8;ES;DG;140.3180504;MTO;CH00
5;8;ES;DG;480.8566738;MTO;CH00
5;8;ES;DG;251.4722883;MTO;CH00
5;8;ES;DG;523.1605697;MTO;CH00
5;98;MC;DG;68.32826183;MTO;CH00
5;98;MC;DG;22.03574484;MTO;CH00
5;98;MC;DG;11.7066466;MTO;CH00
5;98;MC;DG;14.07588203;MTO;CH00
5;98;MC;DG;90.11078186;MTO;CH00
5;53;CZ;DG;36.98595902;MTO;CH00
5;12;CH;DG;74.95115976;MTO;CH00
5;12;CH;DG;61.85885014;MTO;CH00
5;12;CH;DG;71.56804462;MTO;CH00
5;34;TR;nonDG;4.340875212;MTO;CH00
5;6;FR;nonDG;13.19542102;MTO;CH01
5;SL;GB;DG;520.2027697;MTO;CH01
5;71;FR;DG;13.25981052;MTO;CH01
5;20;BE;nonDG;1177.595296;MTO;CH01
5;12;CH;nonDG;67.16495471;MTO;CH01
5;12;CH;nonDG;12.43957379;MTO;CH01
5;0;PickUp;nonDG;0.256046045;MTO;CH01
5;12;CH;DG;0.148567931;MTO;CH01
5;12;CH;DG;0.126417919;MTO;CH01
5;12;CH;DG;0.110465473;MTO;CH01
5;12;CH;DG;0.229392487;MTO;CH01
5;12;CH;nonDG;0.447757238;MTO;CH01
5;12;CH;nonDG;44.6304856;MTO;CH01
5;26;PT;DG;117.6864142;MTO;CH01
5;B3;GB;DG;477.9918583;MTO;CH01
5;44;FR;nonDG;312.0868804;MTO;CH01
5;24;IT;nonDG;304.5059585;MTO;CH01
